locusId	sysName	desc	comb	set1IT002	set1IT003	set1IT004
EKN05_014970	EKN05_014970	lactate utilization protein C	EKN05_014970 lactate utilization protein C	6580	6141	3056
EKN05_014975	EKN05_014975	iron-sulfur cluster-binding protein	EKN05_014975 iron-sulfur cluster-binding protein	3080	3328	2600
EKN05_014980	EKN05_014980	(Fe-S)-binding protein	EKN05_014980 (Fe-S)-binding protein	719	588	596
EKN05_014990	EKN05_014990	hypothetical protein	EKN05_014990 hypothetical protein	287	351	383
EKN05_014995	EKN05_014995	hypothetical protein	EKN05_014995 hypothetical protein	4	31	20
EKN05_015000	EKN05_015000	type VI secretion system tip protein VgrG	EKN05_015000 type VI secretion system tip protein VgrG	2663	1194	1116
EKN05_015005	EKN05_015005	DUF1795 domain-containing protein	EKN05_015005 DUF1795 domain-containing protein	1131	821	915
EKN05_015010	EKN05_015010	type IV secretion protein Rhs	EKN05_015010 type IV secretion protein Rhs	2147	1372	1510
EKN05_015015	EKN05_015015	RHS repeat protein	EKN05_015015 RHS repeat protein	1390	1432	1338
EKN05_015020	EKN05_015020	type IV secretion protein Rhs	EKN05_015020 type IV secretion protein Rhs	1165	1008	448
EKN05_015040	EKN05_015040	2-oxoglutaramate amidase	EKN05_015040 2-oxoglutaramate amidase	894	596	235
EKN05_015045	EKN05_015045	C-lysozyme inhibitor	EKN05_015045 C-lysozyme inhibitor	5777	5047	1969
EKN05_015050	EKN05_015050	acyl-CoA dehydrogenase	EKN05_015050 acyl-CoA dehydrogenase	2948	2588	2408
EKN05_015060	EKN05_015060	class II glutamine amidotransferase	EKN05_015060 class II glutamine amidotransferase	286	268	326
EKN05_015065	EKN05_015065	murein L,D-transpeptidase	EKN05_015065 murein L,D-transpeptidase	324	87	82
EKN05_015070	EKN05_015070	peptidoglycan endopeptidase	EKN05_015070 peptidoglycan endopeptidase	1113	533	703
EKN05_015075	EKN05_015075	transposase	EKN05_015075 transposase	829	427	124
EKN05_015080	EKN05_015080	flagellar type III secretion system protein FlhA	EKN05_015080 flagellar type III secretion system protein FlhA	3858	2806	2253
EKN05_015085	EKN05_015085	putative lateral flagellar export/assembly protein LafU	EKN05_015085 putative lateral flagellar export/assembly protein LafU	3088	3702	1120
EKN05_015090	EKN05_015090	DNA polymerase IV	EKN05_015090 DNA polymerase IV	718	212	145
EKN05_015100	EKN05_015100	type II toxin-antitoxin system YafO family toxin	EKN05_015100 type II toxin-antitoxin system YafO family toxin	10	56	188
EKN05_015105	EKN05_015105	GNAT family N-acetyltransferase	EKN05_015105 GNAT family N-acetyltransferase	343	99	120
EKN05_015130	EKN05_015130	esterase FrsA	EKN05_015130 esterase FrsA	1003	1047	789
EKN05_015175	EKN05_015175	DNA-binding protein	EKN05_015175 DNA-binding protein	235	189	298
EKN05_015180	EKN05_015180	lysis protein	EKN05_015180 lysis protein	2189	1905	766
EKN05_015190	EKN05_015190	phage holin, lambda family	EKN05_015190 phage holin, lambda family	4800	4055	2327
EKN05_015215	EKN05_015215	DNA-binding protein	EKN05_015215 DNA-binding protein	423	311	255
EKN05_015225	EKN05_015225	hypothetical protein	EKN05_015225 hypothetical protein	5086	3169	1786
EKN05_015240	EKN05_015240	helicase DnaB	EKN05_015240 helicase DnaB	441	618	558
EKN05_015245	EKN05_015245	DNA replication protein	EKN05_015245 DNA replication protein	825	785	627
EKN05_015260	EKN05_015260	XRE family transcriptional regulator	EKN05_015260 XRE family transcriptional regulator	4	27	6
EKN05_015270	EKN05_015270	hypothetical protein	EKN05_015270 hypothetical protein	2582	1818	1184
EKN05_015445	EKN05_015445	phage tail protein	EKN05_015445 phage tail protein	736	852	394
EKN05_015455	EKN05_015455	hypothetical protein	EKN05_015455 hypothetical protein	879	593	714
EKN05_015460	EKN05_015460	hypothetical protein	EKN05_015460 hypothetical protein	483	431	1375
EKN05_015485	EKN05_015485	HK97 family phage prohead protease	EKN05_015485 HK97 family phage prohead protease	588	359	605
EKN05_015490	EKN05_015490	phage portal protein	EKN05_015490 phage portal protein	3650	3144	2449
EKN05_015495	EKN05_015495	hypothetical protein	EKN05_015495 hypothetical protein	4	45	16
EKN05_015500	EKN05_015500	terminase large subunit	EKN05_015500 terminase large subunit	101	405	506
EKN05_015515	EKN05_015515	lytic transglycosylase domain-containing protein	EKN05_015515 lytic transglycosylase domain-containing protein	7760	6090	2988
EKN05_015520	EKN05_015520	acyltransferase	EKN05_015520 acyltransferase	279	368	98
EKN05_015525	EKN05_015525	DNA transfer protein	EKN05_015525 DNA transfer protein	1748	1003	2035
EKN05_015530	EKN05_015530	DUF2824 family protein	EKN05_015530 DUF2824 family protein	951	740	1288
EKN05_015535	EKN05_015535	hypothetical protein	EKN05_015535 hypothetical protein	776	1130	432
EKN05_015540	EKN05_015540	hypothetical protein	EKN05_015540 hypothetical protein	6538	5675	3820
EKN05_015545	EKN05_015545	recombinase RmuC	EKN05_015545 recombinase RmuC	236	86	38
EKN05_015555	EKN05_015555	coat protein	EKN05_015555 coat protein	199	143	164
EKN05_015560	EKN05_015560	scaffolding protein	EKN05_015560 scaffolding protein	983	277	327
EKN05_015565	EKN05_015565	portal protein	EKN05_015565 portal protein	8341	6728	4575
EKN05_015570	EKN05_015570	terminase	EKN05_015570 terminase	980	1532	936
EKN05_015585	EKN05_015585	hypothetical protein	EKN05_015585 hypothetical protein	141	34	155
EKN05_015590	EKN05_015590	hypothetical protein	EKN05_015590 hypothetical protein	313	172	40
EKN05_015595	EKN05_015595	hypothetical protein	EKN05_015595 hypothetical protein	2443	1548	1431
EKN05_015605	EKN05_015605	DUF1327 domain-containing protein	EKN05_015605 DUF1327 domain-containing protein	116	215	296
EKN05_015610	EKN05_015610	lysozyme	EKN05_015610 lysozyme	301	205	12
EKN05_015660	EKN05_015660	cytoplasmic protein	EKN05_015660 cytoplasmic protein	257	100	15
EKN05_015675	EKN05_015675	ribonuclease HI	EKN05_015675 ribonuclease HI	888	269	588
EKN05_015680	EKN05_015680	SAM-dependent methyltransferase	EKN05_015680 SAM-dependent methyltransferase	418	413	485
EKN05_015685	EKN05_015685	hydroxyacylglutathione hydrolase	EKN05_015685 hydroxyacylglutathione hydrolase	601	406	418
EKN05_015690	EKN05_015690	murein transglycosylase D	EKN05_015690 murein transglycosylase D	1942	2296	2285
EKN05_015695	EKN05_015695	class I SAM-dependent methyltransferase	EKN05_015695 class I SAM-dependent methyltransferase	4981	6013	3477
EKN05_015700	EKN05_015700	endonuclease/exonuclease/phosphatase family protein	EKN05_015700 endonuclease/exonuclease/phosphatase family protein	7266	5878	3465
EKN05_015705	EKN05_015705	LysR family transcriptional regulator	EKN05_015705 LysR family transcriptional regulator	281	495	331
EKN05_015715	EKN05_015715	2,5-didehydrogluconate reductase DkgB	EKN05_015715 2,5-didehydrogluconate reductase DkgB	3086	2380	1658
EKN05_015745	EKN05_015745	16S ribosomal RNA	EKN05_015745 16S ribosomal RNA	403	853	765
EKN05_015755	EKN05_015755	methionine ABC transporter ATP-binding protein MetN	EKN05_015755 methionine ABC transporter ATP-binding protein MetN	413	530	1006
EKN05_015765	EKN05_015765	methionine ABC transporter substrate-binding protein MetQ	EKN05_015765 methionine ABC transporter substrate-binding protein MetQ	5	41	30
EKN05_015770	EKN05_015770	Rcs stress response system protein RcsF	EKN05_015770 Rcs stress response system protein RcsF	978	334	556
EKN05_015785	EKN05_015785	YaeF family permuted papain-like enzyme	EKN05_015785 YaeF family permuted papain-like enzyme	15	24	8
EKN05_015790	EKN05_015790	envelope stress response activation lipoprotein NlpE	EKN05_015790 envelope stress response activation lipoprotein NlpE	9610	10258	5618
EKN05_015795	EKN05_015795	aminoacyl-tRNA hydrolase	EKN05_015795 aminoacyl-tRNA hydrolase	418	596	239
EKN05_015800	EKN05_015800	YaeQ family protein	EKN05_015800 YaeQ family protein	0	49	132
EKN05_015820	EKN05_015820	VOC family protein	EKN05_015820 VOC family protein	314	95	102
EKN05_015825	EKN05_015825	lysine decarboxylase LdcC	EKN05_015825 lysine decarboxylase LdcC	750	803	283
EKN05_015930	EKN05_015930	DUF3461 family protein	EKN05_015930 DUF3461 family protein	331	592	521
EKN05_015940	EKN05_015940	serine endoprotease DegP	EKN05_015940 serine endoprotease DegP	3697	2867	2712
EKN05_015945	EKN05_015945	dGTPase	EKN05_015945 dGTPase	2082	2344	2241
EKN05_015955	EKN05_015955	vitamin B12 ABC transporter substrate-binding protein BtuF	EKN05_015955 vitamin B12 ABC transporter substrate-binding protein BtuF	3	44	0
EKN05_015960	EKN05_015960	TRIC cation channel family protein	EKN05_015960 TRIC cation channel family protein	52	17	303
EKN05_015975	EKN05_015975	H(+)/Cl(-) exchange transporter ClcA	EKN05_015975 H(+)/Cl(-) exchange transporter ClcA	1090	756	276
EKN05_015985	EKN05_015985	Fe(3+)-hydroxamate ABC transporter permease FhuB	EKN05_015985 Fe(3+)-hydroxamate ABC transporter permease FhuB	91	236	235
EKN05_016000	EKN05_016000	ferrichrome porin FhuA	EKN05_016000 ferrichrome porin FhuA	1989	1756	1557
EKN05_016005	EKN05_016005	bifunctional glycosyl transferase/transpeptidase	EKN05_016005 bifunctional glycosyl transferase/transpeptidase	747	742	646
EKN05_016010	EKN05_016010	ATP-dependent helicase HrpB	EKN05_016010 ATP-dependent helicase HrpB	1175	715	965
EKN05_016015	EKN05_016015	RNA 2',3'-cyclic phosphodiesterase	EKN05_016015 RNA 2',3'-cyclic phosphodiesterase	88	137	151
EKN05_016030	EKN05_016030	tRNA glutamyl-Q(34) synthetase GluQRS	EKN05_016030 tRNA glutamyl-Q(34) synthetase GluQRS	314	749	477
EKN05_016035	EKN05_016035	polynucleotide adenylyltransferase PcnB	EKN05_016035 polynucleotide adenylyltransferase PcnB	45261	38901	18811
EKN05_016050	EKN05_016050	fimbrial-like adhesin	EKN05_016050 fimbrial-like adhesin	580	355	929
EKN05_016055	EKN05_016055	3-methyl-2-oxobutanoate hydroxymethyltransferase	EKN05_016055 3-methyl-2-oxobutanoate hydroxymethyltransferase	500	225	459
EKN05_016060	EKN05_016060	pantoate--beta-alanine ligase	EKN05_016060 pantoate--beta-alanine ligase	530	312	17
EKN05_016065	EKN05_016065	Rpn family recombination-promoting nuclease/putative transposase	EKN05_016065 Rpn family recombination-promoting nuclease/putative transposase	2208	1768	1590
EKN05_016070	EKN05_016070	aspartate 1-decarboxylase	EKN05_016070 aspartate 1-decarboxylase	280	434	533
EKN05_016075	EKN05_016075	polysaccharide deacetylase family protein	EKN05_016075 polysaccharide deacetylase family protein	659	908	1117
EKN05_016080	EKN05_016080	PTS sugar transporter subunit IIA	EKN05_016080 PTS sugar transporter subunit IIA	2656	3777	1636
EKN05_016085	EKN05_016085	ABC transporter permease	EKN05_016085 ABC transporter permease	741	1039	495
EKN05_016090	EKN05_016090	ABC transporter ATP-binding protein	EKN05_016090 ABC transporter ATP-binding protein	6959	5428	2617
EKN05_016100	EKN05_016100	hypoxanthine phosphoribosyltransferase	EKN05_016100 hypoxanthine phosphoribosyltransferase	123	240	150
EKN05_016105	EKN05_016105	pyrroloquinoline quinone-dependent dehydrogenase	EKN05_016105 pyrroloquinoline quinone-dependent dehydrogenase	736	618	239
EKN05_016110	EKN05_016110	multicopper oxidase CueO	EKN05_016110 multicopper oxidase CueO	4561	4883	2602
EKN05_016115	EKN05_016115	hypothetical protein	EKN05_016115 hypothetical protein	450	219	121
EKN05_016120	EKN05_016120	polyamine aminopropyltransferase	EKN05_016120 polyamine aminopropyltransferase	191	160	236
EKN05_016140	EKN05_016140	DUF3300 domain-containing protein	EKN05_016140 DUF3300 domain-containing protein	3640	4184	1981
EKN05_016160	EKN05_016160	pyruvate dehydrogenase complex transcriptional repressor PdhR	EKN05_016160 pyruvate dehydrogenase complex transcriptional repressor PdhR	3040	2246	899
EKN05_016165	EKN05_016165	aromatic amino acid transporter AroP	EKN05_016165 aromatic amino acid transporter AroP	693	365	343
EKN05_016170	EKN05_016170	beta-lactamase regulator AmpE	EKN05_016170 beta-lactamase regulator AmpE	1838	1579	2037
EKN05_016175	EKN05_016175	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	EKN05_016175 1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	41	0	0
EKN05_016180	EKN05_016180	carboxylating nicotinate-nucleotide diphosphorylase	EKN05_016180 carboxylating nicotinate-nucleotide diphosphorylase	852	504	259
EKN05_016190	EKN05_016190	type II secretion system protein GspE	EKN05_016190 type II secretion system protein GspE	2384	2079	699
EKN05_016195	EKN05_016195	protein transport protein HofC	EKN05_016195 protein transport protein HofC	10	71	170
EKN05_016200	EKN05_016200	GMP reductase	EKN05_016200 GMP reductase	89	515	183
EKN05_016210	EKN05_016210	cell division protein ZapD	EKN05_016210 cell division protein ZapD	692	148	241
EKN05_016220	EKN05_016220	8-oxo-dGTP diphosphatase MutT	EKN05_016220 8-oxo-dGTP diphosphatase MutT	306	247	13
EKN05_016230	EKN05_016230	secA regulator SecM	EKN05_016230 secA regulator SecM	270	37	76
EKN05_016255	EKN05_016255	D-alanine--D-alanine ligase B	EKN05_016255 D-alanine--D-alanine ligase B	14955	13708	6842
EKN05_016295	EKN05_016295	peptidoglycan glycosyltransferase FtsI	EKN05_016295 peptidoglycan glycosyltransferase FtsI	180	0	49
EKN05_016320	EKN05_016320	catabolite repressor/activator	EKN05_016320 catabolite repressor/activator	2337	1256	940
EKN05_016330	EKN05_016330	acetolactate synthase small subunit	EKN05_016330 acetolactate synthase small subunit	220	436	376
EKN05_016335	EKN05_016335	acetolactate synthase 3 large subunit	EKN05_016335 acetolactate synthase 3 large subunit	2718	2329	1600
EKN05_016340	EKN05_016340	transcriptional regulator LeuO	EKN05_016340 transcriptional regulator LeuO	6977	5246	3103
EKN05_016345	EKN05_016345	leu operon leader peptide	EKN05_016345 leu operon leader peptide	472	239	527
EKN05_016350	EKN05_016350	2-isopropylmalate synthase	EKN05_016350 2-isopropylmalate synthase	2137	1130	667
EKN05_016390	EKN05_016390	thiamine/thiamine pyrophosphate ABC transporter permease ThiP	EKN05_016390 thiamine/thiamine pyrophosphate ABC transporter permease ThiP	1017	666	548
EKN05_016400	EKN05_016400	DedA family protein	EKN05_016400 DedA family protein	99	279	60
EKN05_016405	EKN05_016405	arabinose operon transcriptional regulator AraC	EKN05_016405 arabinose operon transcriptional regulator AraC	423	396	62
EKN05_016415	EKN05_016415	L-arabinose isomerase	EKN05_016415 L-arabinose isomerase	1032	565	177
EKN05_016420	EKN05_016420	L-ribulose-5-phosphate 4-epimerase	EKN05_016420 L-ribulose-5-phosphate 4-epimerase	471	466	317
EKN05_016430	EKN05_016430	RNA polymerase-associated protein RapA	EKN05_016430 RNA polymerase-associated protein RapA	2628	2233	981
EKN05_016435	EKN05_016435	bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	EKN05_016435 bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	315	389	177
EKN05_016465	EKN05_016465	Co2+/Mg2+ efflux protein ApaG	EKN05_016465 Co2+/Mg2+ efflux protein ApaG	285	167	725
EKN05_016470	EKN05_016470	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	EKN05_016470 bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	544	447	272
EKN05_016480	EKN05_016480	glutathione-regulated potassium-efflux system protein KefC	EKN05_016480 glutathione-regulated potassium-efflux system protein KefC	92	37	97
EKN05_016485	EKN05_016485	glutathione-regulated potassium-efflux system oxidoreductase KefF	EKN05_016485 glutathione-regulated potassium-efflux system oxidoreductase KefF	1024	594	63
EKN05_016490	EKN05_016490	MFS transporter	EKN05_016490 MFS transporter	799	459	62
EKN05_016500	EKN05_016500	FAD-dependent oxidoreductase	EKN05_016500 FAD-dependent oxidoreductase	7889	6477	2926
EKN05_016515	EKN05_016515	L-carnitine/gamma-butyrobetaine antiport BCCT transporter	EKN05_016515 L-carnitine/gamma-butyrobetaine antiport BCCT transporter	1718	1273	657
EKN05_016520	EKN05_016520	crotonobetainyl-CoA dehydrogenase	EKN05_016520 crotonobetainyl-CoA dehydrogenase	1814	1334	2279
EKN05_016525	EKN05_016525	L-carnitine CoA-transferase	EKN05_016525 L-carnitine CoA-transferase	6117	5350	1885
EKN05_016535	EKN05_016535	carnitinyl-CoA dehydratase	EKN05_016535 carnitinyl-CoA dehydratase	69	45	55
EKN05_016540	EKN05_016540	carnitine operon protein CaiE	EKN05_016540 carnitine operon protein CaiE	373	98	365
EKN05_016550	EKN05_016550	carbamoyl-phosphate synthase large subunit	EKN05_016550 carbamoyl-phosphate synthase large subunit	156	87	46
EKN05_016555	EKN05_016555	carbamoyl-phosphate synthase small subunit	EKN05_016555 carbamoyl-phosphate synthase small subunit	121	192	3
EKN05_016565	EKN05_016565	ribonucleoside hydrolase RihC	EKN05_016565 ribonucleoside hydrolase RihC	4957	4373	3449
EKN05_016595	EKN05_016595	DUF2575 domain-containing protein	EKN05_016595 DUF2575 domain-containing protein	2	50	6
EKN05_016615	EKN05_016615	transcriptional activator NhaR	EKN05_016615 transcriptional activator NhaR	2751	2460	1233
EKN05_016630	EKN05_016630	molecular chaperone DnaJ	EKN05_016630 molecular chaperone DnaJ	2098	1485	872
EKN05_016640	EKN05_016640	DUF2541 family protein	EKN05_016640 DUF2541 family protein	1034	945	838
EKN05_016645	EKN05_016645	acidic protein MsyB	EKN05_016645 acidic protein MsyB	451	583	502
EKN05_016650	EKN05_016650	acetate uptake transporter	EKN05_016650 acetate uptake transporter	480	479	151
EKN05_016660	EKN05_016660	transaldolase	EKN05_016660 transaldolase	219	342	65
EKN05_016665	EKN05_016665	sodium:alanine symporter family protein	EKN05_016665 sodium:alanine symporter family protein	3899	1952	1908
EKN05_016670	EKN05_016670	peroxide stress protein YaaA	EKN05_016670 peroxide stress protein YaaA	292	301	64
EKN05_016675	EKN05_016675	DUF2502 domain-containing protein	EKN05_016675 DUF2502 domain-containing protein	94	106	147
EKN05_016680	EKN05_016680	threonine synthase	EKN05_016680 threonine synthase	403	164	629
EKN05_016685	EKN05_016685	homoserine kinase	EKN05_016685 homoserine kinase	847	1119	398
EKN05_016690	EKN05_016690	bifunctional aspartate kinase/homoserine dehydrogenase I	EKN05_016690 bifunctional aspartate kinase/homoserine dehydrogenase I	1358	1445	672
EKN05_016695	EKN05_016695	thr operon leader peptide	EKN05_016695 thr operon leader peptide	161	102	2
EKN05_016700	EKN05_016700	tRNA/rRNA methyltransferase	EKN05_016700 tRNA/rRNA methyltransferase	265	216	406
EKN05_016715	EKN05_016715	cell envelope integrity protein CreD	EKN05_016715 cell envelope integrity protein CreD	2271	2072	1480
EKN05_016720	EKN05_016720	two-component system sensor histidine kinase CreC	EKN05_016720 two-component system sensor histidine kinase CreC	470	499	316
EKN05_016725	EKN05_016725	two-component system response regulator CreB	EKN05_016725 two-component system response regulator CreB	707	622	339
EKN05_016730	EKN05_016730	protein CreA	EKN05_016730 protein CreA	1032	769	503
EKN05_016735	EKN05_016735	MDR efflux pump AcrAB transcriptional activator RobA	EKN05_016735 MDR efflux pump AcrAB transcriptional activator RobA	5978	4207	2897
EKN05_016740	EKN05_016740	phosphoglycerate mutase GpmB	EKN05_016740 phosphoglycerate mutase GpmB	207	161	60
EKN05_016745	EKN05_016745	non-canonical purine NTP phosphatase	EKN05_016745 non-canonical purine NTP phosphatase	476	246	594
EKN05_016755	EKN05_016755	murein transglycosylase	EKN05_016755 murein transglycosylase	482	539	1089
EKN05_016760	EKN05_016760	energy-dependent translational throttle protein EttA	EKN05_016760 energy-dependent translational throttle protein EttA	96	149	150
EKN05_016765	EKN05_016765	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	EKN05_016765 multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	11328	10880	4496
EKN05_016775	EKN05_016775	phosphoserine phosphatase	EKN05_016775 phosphoserine phosphatase	110	446	73
EKN05_016785	EKN05_016785	lipoate--protein ligase LplA	EKN05_016785 lipoate--protein ligase LplA	1530	607	721
EKN05_016790	EKN05_016790	XRE family transcriptional regulator	EKN05_016790 XRE family transcriptional regulator	541	328	111
EKN05_016810	EKN05_016810	deoxyribose-phosphate aldolase	EKN05_016810 deoxyribose-phosphate aldolase	51	184	159
EKN05_016815	EKN05_016815	YjjI family glycine radical enzyme	EKN05_016815 YjjI family glycine radical enzyme	1908	980	801
EKN05_016820	EKN05_016820	YjjW family glycine radical enzyme activase	EKN05_016820 YjjW family glycine radical enzyme activase	0	104	77
EKN05_016825	EKN05_016825	metal-dependent hydrolase	EKN05_016825 metal-dependent hydrolase	329	771	716
EKN05_016830	EKN05_016830	patatin family protein	EKN05_016830 patatin family protein	1951	1602	1447
EKN05_016890	EKN05_016890	hydroxamate siderophore iron reductase FhuF	EKN05_016890 hydroxamate siderophore iron reductase FhuF	274	228	466
EKN05_016895	EKN05_016895	DNA-binding transcriptional activator BglJ	EKN05_016895 DNA-binding transcriptional activator BglJ	1005	1203	1216
EKN05_016900	EKN05_016900	response regulator transcription factor	EKN05_016900 response regulator transcription factor	13159	11433	4728
EKN05_016910	EKN05_016910	threonine/serine exporter ThrE family protein	EKN05_016910 threonine/serine exporter ThrE family protein	190	189	261
EKN05_016915	EKN05_016915	threonine/serine exporter	EKN05_016915 threonine/serine exporter	3	240	307
EKN05_017260	EKN05_017260	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	EKN05_017260 bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	267	94	59
EKN05_017265	EKN05_017265	tRNA epoxyqueuosine(34) reductase QueG	EKN05_017265 tRNA epoxyqueuosine(34) reductase QueG	244	281	287
EKN05_017310	EKN05_017310	miniconductance mechanosensitive channel MscM	EKN05_017310 miniconductance mechanosensitive channel MscM	1378	1483	582
EKN05_017315	EKN05_017315	glutamate/gamma-aminobutyrate family transporter YjeM	EKN05_017315 glutamate/gamma-aminobutyrate family transporter YjeM	2455	1496	544
EKN05_017320	EKN05_017320	elongation factor P--(R)-beta-lysine ligase	EKN05_017320 elongation factor P--(R)-beta-lysine ligase	704	445	476
EKN05_017325	EKN05_017325	fumarate reductase (quinol) flavoprotein subunit	EKN05_017325 fumarate reductase (quinol) flavoprotein subunit	374	618	161
EKN05_017330	EKN05_017330	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	EKN05_017330 succinate dehydrogenase/fumarate reductase iron-sulfur subunit	2414	1927	2397
EKN05_017340	EKN05_017340	fumarate reductase subunit FrdD	EKN05_017340 fumarate reductase subunit FrdD	17	126	80
EKN05_017345	EKN05_017345	BlaEC family class C beta-lactamase	EKN05_017345 BlaEC family class C beta-lactamase	807	1405	864
EKN05_017350	EKN05_017350	outer membrane lipoprotein Blc	EKN05_017350 outer membrane lipoprotein Blc	964	409	246
EKN05_017355	EKN05_017355	quaternary ammonium compound-resistance protein SugE	EKN05_017355 quaternary ammonium compound-resistance protein SugE	854	589	386
EKN05_017375	EKN05_017375	EF-P beta-lysylation protein EpmB	EKN05_017375 EF-P beta-lysylation protein EpmB	1789	2183	1808
EKN05_017390	EKN05_017390	hypothetical protein	EKN05_017390 hypothetical protein	828	453	259
EKN05_017410	EKN05_017410	L-methionine/branched-chain amino acid transporter	EKN05_017410 L-methionine/branched-chain amino acid transporter	5132	5345	2024
EKN05_017415	EKN05_017415	membrane protein FxsA	EKN05_017415 membrane protein FxsA	2970	1962	1140
EKN05_017420	EKN05_017420	aspartate ammonia-lyase	EKN05_017420 aspartate ammonia-lyase	484	583	1376
EKN05_017425	EKN05_017425	anaerobic C4-dicarboxylate transporter	EKN05_017425 anaerobic C4-dicarboxylate transporter	213	791	233
EKN05_017430	EKN05_017430	divalent cation tolerance protein CutA	EKN05_017430 divalent cation tolerance protein CutA	3381	3354	1726
EKN05_017435	EKN05_017435	protein-disulfide reductase DsbD	EKN05_017435 protein-disulfide reductase DsbD	2727	2724	988
EKN05_017440	EKN05_017440	transcriptional regulator	EKN05_017440 transcriptional regulator	7461	6760	3056
EKN05_017470	EKN05_017470	sugar phosphate isomerase/epimerase	EKN05_017470 sugar phosphate isomerase/epimerase	996	1323	1012
EKN05_017475	EKN05_017475	3-ketoacyl-ACP reductase	EKN05_017475 3-ketoacyl-ACP reductase	262	41	70
EKN05_017480	EKN05_017480	TetR/AcrR family transcriptional regulator	EKN05_017480 TetR/AcrR family transcriptional regulator	72	150	1
EKN05_017490	EKN05_017490	peptidylprolyl isomerase	EKN05_017490 peptidylprolyl isomerase	141	16	50
EKN05_017495	EKN05_017495	FKBP-type peptidyl-prolyl cis-trans isomerase	EKN05_017495 FKBP-type peptidyl-prolyl cis-trans isomerase	2227	1218	222
EKN05_017500	EKN05_017500	D-serine/D-alanine/glycine transporter	EKN05_017500 D-serine/D-alanine/glycine transporter	226	295	296
EKN05_017510	EKN05_017510	DMT family transporter	EKN05_017510 DMT family transporter	8	231	97
EKN05_017515	EKN05_017515	NAD(P)H:quinone oxidoreductase	EKN05_017515 NAD(P)H:quinone oxidoreductase	173	447	573
EKN05_017520	EKN05_017520	transcriptional regulator	EKN05_017520 transcriptional regulator	216	191	610
EKN05_017525	EKN05_017525	2',3'-cyclic-nucleotide 2'-phosphodiesterase	EKN05_017525 2',3'-cyclic-nucleotide 2'-phosphodiesterase	7242	6035	3166
EKN05_017545	EKN05_017545	DUF1107 domain-containing protein	EKN05_017545 DUF1107 domain-containing protein	2634	1946	2504
EKN05_017550	EKN05_017550	HlyC/CorC family transporter	EKN05_017550 HlyC/CorC family transporter	728	727	599
EKN05_017560	EKN05_017560	autotransporter assembly complex protein TamA	EKN05_017560 autotransporter assembly complex protein TamA	3623	3631	1217
EKN05_017565	EKN05_017565	autotransporter assembly complex protein TamB	EKN05_017565 autotransporter assembly complex protein TamB	835	879	436
EKN05_017970	EKN05_017970	glucose-6-phosphate isomerase	EKN05_017970 glucose-6-phosphate isomerase	243	524	24
EKN05_017985	EKN05_017985	hypothetical protein	EKN05_017985 hypothetical protein	3860	3521	1459
EKN05_017990	EKN05_017990	YjbH domain-containing protein	EKN05_017990 YjbH domain-containing protein	4354	3814	3169
EKN05_018005	EKN05_018005	D-xylose transporter XylE	EKN05_018005 D-xylose transporter XylE	1867	1400	1017
EKN05_018010	EKN05_018010	maltose ABC transporter permease MalG	EKN05_018010 maltose ABC transporter permease MalG	532	199	118
EKN05_018035	EKN05_018035	maltose operon protein MalM	EKN05_018035 maltose operon protein MalM	1891	1087	1570
EKN05_018045	EKN05_018045	chorismate--pyruvate lyase	EKN05_018045 chorismate--pyruvate lyase	925	603	400
EKN05_018100	EKN05_018100	envelope stress response protein PspG	EKN05_018100 envelope stress response protein PspG	455	516	267
EKN05_018105	EKN05_018105	quinone oxidoreductase	EKN05_018105 quinone oxidoreductase	1428	1162	928
EKN05_018110	EKN05_018110	replicative DNA helicase DnaB	EKN05_018110 replicative DNA helicase DnaB	31	60	301
EKN05_018120	EKN05_018120	aromatic amino acid transaminase	EKN05_018120 aromatic amino acid transaminase	679	586	543
EKN05_018130	EKN05_018130	class B acid phosphatase	EKN05_018130 class B acid phosphatase	2468	2299	526
EKN05_018135	EKN05_018135	YjbQ family protein	EKN05_018135 YjbQ family protein	2854	2755	1390
EKN05_018140	EKN05_018140	MmcQ/YjbR family DNA-binding protein	EKN05_018140 MmcQ/YjbR family DNA-binding protein	338	280	287
EKN05_018145	EKN05_018145	excinuclease ABC subunit UvrA	EKN05_018145 excinuclease ABC subunit UvrA	1861	1017	758
EKN05_018165	EKN05_018165	c-di-GMP phosphodiesterase PdeC	EKN05_018165 c-di-GMP phosphodiesterase PdeC	3194	2136	1834
