locusId	sysName	desc	comb
EKN05_016090	EKN05_016090	ABC transporter ATP-binding protein	EKN05_016090 ABC transporter ATP-binding protein
EKN05_016100	EKN05_016100	hypoxanthine phosphoribosyltransferase	EKN05_016100 hypoxanthine phosphoribosyltransferase
EKN05_016105	EKN05_016105	pyrroloquinoline quinone-dependent dehydrogenase	EKN05_016105 pyrroloquinoline quinone-dependent dehydrogenase
EKN05_016110	EKN05_016110	multicopper oxidase CueO	EKN05_016110 multicopper oxidase CueO
EKN05_016115	EKN05_016115	hypothetical protein	EKN05_016115 hypothetical protein
EKN05_016120	EKN05_016120	polyamine aminopropyltransferase	EKN05_016120 polyamine aminopropyltransferase
EKN05_016140	EKN05_016140	DUF3300 domain-containing protein	EKN05_016140 DUF3300 domain-containing protein
EKN05_016160	EKN05_016160	pyruvate dehydrogenase complex transcriptional repressor PdhR	EKN05_016160 pyruvate dehydrogenase complex transcriptional repressor PdhR
EKN05_016165	EKN05_016165	aromatic amino acid transporter AroP	EKN05_016165 aromatic amino acid transporter AroP
EKN05_016170	EKN05_016170	beta-lactamase regulator AmpE	EKN05_016170 beta-lactamase regulator AmpE
EKN05_016175	EKN05_016175	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	EKN05_016175 1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
EKN05_016180	EKN05_016180	carboxylating nicotinate-nucleotide diphosphorylase	EKN05_016180 carboxylating nicotinate-nucleotide diphosphorylase
EKN05_016190	EKN05_016190	type II secretion system protein GspE	EKN05_016190 type II secretion system protein GspE
EKN05_016195	EKN05_016195	protein transport protein HofC	EKN05_016195 protein transport protein HofC
EKN05_016200	EKN05_016200	GMP reductase	EKN05_016200 GMP reductase
EKN05_016210	EKN05_016210	cell division protein ZapD	EKN05_016210 cell division protein ZapD
EKN05_016220	EKN05_016220	8-oxo-dGTP diphosphatase MutT	EKN05_016220 8-oxo-dGTP diphosphatase MutT
EKN05_016230	EKN05_016230	secA regulator SecM	EKN05_016230 secA regulator SecM
EKN05_016255	EKN05_016255	D-alanine--D-alanine ligase B	EKN05_016255 D-alanine--D-alanine ligase B
EKN05_016295	EKN05_016295	peptidoglycan glycosyltransferase FtsI	EKN05_016295 peptidoglycan glycosyltransferase FtsI
EKN05_016320	EKN05_016320	catabolite repressor/activator	EKN05_016320 catabolite repressor/activator
EKN05_016330	EKN05_016330	acetolactate synthase small subunit	EKN05_016330 acetolactate synthase small subunit
EKN05_016335	EKN05_016335	acetolactate synthase 3 large subunit	EKN05_016335 acetolactate synthase 3 large subunit
EKN05_016340	EKN05_016340	transcriptional regulator LeuO	EKN05_016340 transcriptional regulator LeuO
EKN05_016345	EKN05_016345	leu operon leader peptide	EKN05_016345 leu operon leader peptide
EKN05_016350	EKN05_016350	2-isopropylmalate synthase	EKN05_016350 2-isopropylmalate synthase
EKN05_016390	EKN05_016390	thiamine/thiamine pyrophosphate ABC transporter permease ThiP	EKN05_016390 thiamine/thiamine pyrophosphate ABC transporter permease ThiP
EKN05_016400	EKN05_016400	DedA family protein	EKN05_016400 DedA family protein
EKN05_016405	EKN05_016405	arabinose operon transcriptional regulator AraC	EKN05_016405 arabinose operon transcriptional regulator AraC
EKN05_016415	EKN05_016415	L-arabinose isomerase	EKN05_016415 L-arabinose isomerase
EKN05_016420	EKN05_016420	L-ribulose-5-phosphate 4-epimerase	EKN05_016420 L-ribulose-5-phosphate 4-epimerase
EKN05_016430	EKN05_016430	RNA polymerase-associated protein RapA	EKN05_016430 RNA polymerase-associated protein RapA
EKN05_016435	EKN05_016435	bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	EKN05_016435 bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA
EKN05_016465	EKN05_016465	Co2+/Mg2+ efflux protein ApaG	EKN05_016465 Co2+/Mg2+ efflux protein ApaG
EKN05_016470	EKN05_016470	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	EKN05_016470 bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
EKN05_016480	EKN05_016480	glutathione-regulated potassium-efflux system protein KefC	EKN05_016480 glutathione-regulated potassium-efflux system protein KefC
EKN05_016485	EKN05_016485	glutathione-regulated potassium-efflux system oxidoreductase KefF	EKN05_016485 glutathione-regulated potassium-efflux system oxidoreductase KefF
EKN05_016490	EKN05_016490	MFS transporter	EKN05_016490 MFS transporter
EKN05_016500	EKN05_016500	FAD-dependent oxidoreductase	EKN05_016500 FAD-dependent oxidoreductase
EKN05_016515	EKN05_016515	L-carnitine/gamma-butyrobetaine antiport BCCT transporter	EKN05_016515 L-carnitine/gamma-butyrobetaine antiport BCCT transporter
EKN05_016520	EKN05_016520	crotonobetainyl-CoA dehydrogenase	EKN05_016520 crotonobetainyl-CoA dehydrogenase
EKN05_016525	EKN05_016525	L-carnitine CoA-transferase	EKN05_016525 L-carnitine CoA-transferase
EKN05_016535	EKN05_016535	carnitinyl-CoA dehydratase	EKN05_016535 carnitinyl-CoA dehydratase
EKN05_016540	EKN05_016540	carnitine operon protein CaiE	EKN05_016540 carnitine operon protein CaiE
EKN05_016550	EKN05_016550	carbamoyl-phosphate synthase large subunit	EKN05_016550 carbamoyl-phosphate synthase large subunit
EKN05_016555	EKN05_016555	carbamoyl-phosphate synthase small subunit	EKN05_016555 carbamoyl-phosphate synthase small subunit
EKN05_016565	EKN05_016565	ribonucleoside hydrolase RihC	EKN05_016565 ribonucleoside hydrolase RihC
EKN05_016595	EKN05_016595	DUF2575 domain-containing protein	EKN05_016595 DUF2575 domain-containing protein
EKN05_016615	EKN05_016615	transcriptional activator NhaR	EKN05_016615 transcriptional activator NhaR
EKN05_016630	EKN05_016630	molecular chaperone DnaJ	EKN05_016630 molecular chaperone DnaJ
EKN05_016640	EKN05_016640	DUF2541 family protein	EKN05_016640 DUF2541 family protein
EKN05_016645	EKN05_016645	acidic protein MsyB	EKN05_016645 acidic protein MsyB
EKN05_016650	EKN05_016650	acetate uptake transporter	EKN05_016650 acetate uptake transporter
EKN05_016660	EKN05_016660	transaldolase	EKN05_016660 transaldolase
EKN05_016665	EKN05_016665	sodium:alanine symporter family protein	EKN05_016665 sodium:alanine symporter family protein
EKN05_016670	EKN05_016670	peroxide stress protein YaaA	EKN05_016670 peroxide stress protein YaaA
EKN05_016675	EKN05_016675	DUF2502 domain-containing protein	EKN05_016675 DUF2502 domain-containing protein
EKN05_016680	EKN05_016680	threonine synthase	EKN05_016680 threonine synthase
EKN05_016685	EKN05_016685	homoserine kinase	EKN05_016685 homoserine kinase
EKN05_016690	EKN05_016690	bifunctional aspartate kinase/homoserine dehydrogenase I	EKN05_016690 bifunctional aspartate kinase/homoserine dehydrogenase I
EKN05_016695	EKN05_016695	thr operon leader peptide	EKN05_016695 thr operon leader peptide
EKN05_016700	EKN05_016700	tRNA/rRNA methyltransferase	EKN05_016700 tRNA/rRNA methyltransferase
EKN05_016715	EKN05_016715	cell envelope integrity protein CreD	EKN05_016715 cell envelope integrity protein CreD
EKN05_016720	EKN05_016720	two-component system sensor histidine kinase CreC	EKN05_016720 two-component system sensor histidine kinase CreC
EKN05_016725	EKN05_016725	two-component system response regulator CreB	EKN05_016725 two-component system response regulator CreB
EKN05_016730	EKN05_016730	protein CreA	EKN05_016730 protein CreA
EKN05_016735	EKN05_016735	MDR efflux pump AcrAB transcriptional activator RobA	EKN05_016735 MDR efflux pump AcrAB transcriptional activator RobA
EKN05_016740	EKN05_016740	phosphoglycerate mutase GpmB	EKN05_016740 phosphoglycerate mutase GpmB
EKN05_016745	EKN05_016745	non-canonical purine NTP phosphatase	EKN05_016745 non-canonical purine NTP phosphatase
EKN05_016755	EKN05_016755	murein transglycosylase	EKN05_016755 murein transglycosylase
EKN05_016760	EKN05_016760	energy-dependent translational throttle protein EttA	EKN05_016760 energy-dependent translational throttle protein EttA
EKN05_016765	EKN05_016765	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	EKN05_016765 multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR
EKN05_016775	EKN05_016775	phosphoserine phosphatase	EKN05_016775 phosphoserine phosphatase
EKN05_016785	EKN05_016785	lipoate--protein ligase LplA	EKN05_016785 lipoate--protein ligase LplA
EKN05_016790	EKN05_016790	XRE family transcriptional regulator	EKN05_016790 XRE family transcriptional regulator
EKN05_016810	EKN05_016810	deoxyribose-phosphate aldolase	EKN05_016810 deoxyribose-phosphate aldolase
EKN05_016815	EKN05_016815	YjjI family glycine radical enzyme	EKN05_016815 YjjI family glycine radical enzyme
EKN05_016820	EKN05_016820	YjjW family glycine radical enzyme activase	EKN05_016820 YjjW family glycine radical enzyme activase
EKN05_016825	EKN05_016825	metal-dependent hydrolase	EKN05_016825 metal-dependent hydrolase
EKN05_016830	EKN05_016830	patatin family protein	EKN05_016830 patatin family protein
EKN05_016890	EKN05_016890	hydroxamate siderophore iron reductase FhuF	EKN05_016890 hydroxamate siderophore iron reductase FhuF
EKN05_016895	EKN05_016895	DNA-binding transcriptional activator BglJ	EKN05_016895 DNA-binding transcriptional activator BglJ
EKN05_016900	EKN05_016900	response regulator transcription factor	EKN05_016900 response regulator transcription factor
EKN05_016910	EKN05_016910	threonine/serine exporter ThrE family protein	EKN05_016910 threonine/serine exporter ThrE family protein
EKN05_016915	EKN05_016915	threonine/serine exporter	EKN05_016915 threonine/serine exporter
EKN05_017260	EKN05_017260	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	EKN05_017260 bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
EKN05_017265	EKN05_017265	tRNA epoxyqueuosine(34) reductase QueG	EKN05_017265 tRNA epoxyqueuosine(34) reductase QueG
EKN05_017310	EKN05_017310	miniconductance mechanosensitive channel MscM	EKN05_017310 miniconductance mechanosensitive channel MscM
EKN05_017315	EKN05_017315	glutamate/gamma-aminobutyrate family transporter YjeM	EKN05_017315 glutamate/gamma-aminobutyrate family transporter YjeM
EKN05_017320	EKN05_017320	elongation factor P--(R)-beta-lysine ligase	EKN05_017320 elongation factor P--(R)-beta-lysine ligase
EKN05_017325	EKN05_017325	fumarate reductase (quinol) flavoprotein subunit	EKN05_017325 fumarate reductase (quinol) flavoprotein subunit
EKN05_017330	EKN05_017330	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	EKN05_017330 succinate dehydrogenase/fumarate reductase iron-sulfur subunit
EKN05_017340	EKN05_017340	fumarate reductase subunit FrdD	EKN05_017340 fumarate reductase subunit FrdD
EKN05_017345	EKN05_017345	BlaEC family class C beta-lactamase	EKN05_017345 BlaEC family class C beta-lactamase
EKN05_017350	EKN05_017350	outer membrane lipoprotein Blc	EKN05_017350 outer membrane lipoprotein Blc
EKN05_017355	EKN05_017355	quaternary ammonium compound-resistance protein SugE	EKN05_017355 quaternary ammonium compound-resistance protein SugE
EKN05_017375	EKN05_017375	EF-P beta-lysylation protein EpmB	EKN05_017375 EF-P beta-lysylation protein EpmB
EKN05_017390	EKN05_017390	hypothetical protein	EKN05_017390 hypothetical protein
EKN05_017410	EKN05_017410	L-methionine/branched-chain amino acid transporter	EKN05_017410 L-methionine/branched-chain amino acid transporter
EKN05_017415	EKN05_017415	membrane protein FxsA	EKN05_017415 membrane protein FxsA
EKN05_017420	EKN05_017420	aspartate ammonia-lyase	EKN05_017420 aspartate ammonia-lyase
EKN05_017425	EKN05_017425	anaerobic C4-dicarboxylate transporter	EKN05_017425 anaerobic C4-dicarboxylate transporter
EKN05_017430	EKN05_017430	divalent cation tolerance protein CutA	EKN05_017430 divalent cation tolerance protein CutA
EKN05_017435	EKN05_017435	protein-disulfide reductase DsbD	EKN05_017435 protein-disulfide reductase DsbD
EKN05_017440	EKN05_017440	transcriptional regulator	EKN05_017440 transcriptional regulator
EKN05_017470	EKN05_017470	sugar phosphate isomerase/epimerase	EKN05_017470 sugar phosphate isomerase/epimerase
EKN05_017475	EKN05_017475	3-ketoacyl-ACP reductase	EKN05_017475 3-ketoacyl-ACP reductase
EKN05_017480	EKN05_017480	TetR/AcrR family transcriptional regulator	EKN05_017480 TetR/AcrR family transcriptional regulator
EKN05_017490	EKN05_017490	peptidylprolyl isomerase	EKN05_017490 peptidylprolyl isomerase
EKN05_017495	EKN05_017495	FKBP-type peptidyl-prolyl cis-trans isomerase	EKN05_017495 FKBP-type peptidyl-prolyl cis-trans isomerase
EKN05_017500	EKN05_017500	D-serine/D-alanine/glycine transporter	EKN05_017500 D-serine/D-alanine/glycine transporter
EKN05_017510	EKN05_017510	DMT family transporter	EKN05_017510 DMT family transporter
EKN05_017515	EKN05_017515	NAD(P)H:quinone oxidoreductase	EKN05_017515 NAD(P)H:quinone oxidoreductase
EKN05_017520	EKN05_017520	transcriptional regulator	EKN05_017520 transcriptional regulator
EKN05_017525	EKN05_017525	2',3'-cyclic-nucleotide 2'-phosphodiesterase	EKN05_017525 2',3'-cyclic-nucleotide 2'-phosphodiesterase
EKN05_017545	EKN05_017545	DUF1107 domain-containing protein	EKN05_017545 DUF1107 domain-containing protein
EKN05_017550	EKN05_017550	HlyC/CorC family transporter	EKN05_017550 HlyC/CorC family transporter
EKN05_017560	EKN05_017560	autotransporter assembly complex protein TamA	EKN05_017560 autotransporter assembly complex protein TamA
EKN05_017565	EKN05_017565	autotransporter assembly complex protein TamB	EKN05_017565 autotransporter assembly complex protein TamB
EKN05_017970	EKN05_017970	glucose-6-phosphate isomerase	EKN05_017970 glucose-6-phosphate isomerase
EKN05_017985	EKN05_017985	hypothetical protein	EKN05_017985 hypothetical protein
EKN05_017990	EKN05_017990	YjbH domain-containing protein	EKN05_017990 YjbH domain-containing protein
EKN05_018005	EKN05_018005	D-xylose transporter XylE	EKN05_018005 D-xylose transporter XylE
EKN05_018010	EKN05_018010	maltose ABC transporter permease MalG	EKN05_018010 maltose ABC transporter permease MalG
EKN05_018035	EKN05_018035	maltose operon protein MalM	EKN05_018035 maltose operon protein MalM
EKN05_018045	EKN05_018045	chorismate--pyruvate lyase	EKN05_018045 chorismate--pyruvate lyase
EKN05_018100	EKN05_018100	envelope stress response protein PspG	EKN05_018100 envelope stress response protein PspG
EKN05_018105	EKN05_018105	quinone oxidoreductase	EKN05_018105 quinone oxidoreductase
EKN05_018110	EKN05_018110	replicative DNA helicase DnaB	EKN05_018110 replicative DNA helicase DnaB
EKN05_018120	EKN05_018120	aromatic amino acid transaminase	EKN05_018120 aromatic amino acid transaminase
EKN05_018130	EKN05_018130	class B acid phosphatase	EKN05_018130 class B acid phosphatase
EKN05_018135	EKN05_018135	YjbQ family protein	EKN05_018135 YjbQ family protein
EKN05_018140	EKN05_018140	MmcQ/YjbR family DNA-binding protein	EKN05_018140 MmcQ/YjbR family DNA-binding protein
EKN05_018145	EKN05_018145	excinuclease ABC subunit UvrA	EKN05_018145 excinuclease ABC subunit UvrA
EKN05_018165	EKN05_018165	c-di-GMP phosphodiesterase PdeC	EKN05_018165 c-di-GMP phosphodiesterase PdeC
EKN05_018175	EKN05_018175	redox-sensitive transcriptional activator SoxR	EKN05_018175 redox-sensitive transcriptional activator SoxR
EKN05_018180	EKN05_018180	NCS2 family permease	EKN05_018180 NCS2 family permease
EKN05_018185	EKN05_018185	Na+/H+ antiporter	EKN05_018185 Na+/H+ antiporter
EKN05_018195	EKN05_018195	cation/acetate symporter ActP	EKN05_018195 cation/acetate symporter ActP
EKN05_018200	EKN05_018200	DUF485 domain-containing protein	EKN05_018200 DUF485 domain-containing protein
EKN05_018205	EKN05_018205	acetate--CoA ligase	EKN05_018205 acetate--CoA ligase
EKN05_018210	EKN05_018210	ammonia-forming nitrite reductase cytochrome c552 subunit	EKN05_018210 ammonia-forming nitrite reductase cytochrome c552 subunit
EKN05_018215	EKN05_018215	cytochrome c nitrite reductase pentaheme subunit	EKN05_018215 cytochrome c nitrite reductase pentaheme subunit
EKN05_018230	EKN05_018230	heme lyase CcmF/NrfE family subunit	EKN05_018230 heme lyase CcmF/NrfE family subunit
EKN05_018235	EKN05_018235	heme lyase NrfEFG subunit NrfF	EKN05_018235 heme lyase NrfEFG subunit NrfF
EKN05_018240	EKN05_018240	heme lyase NrfEFG subunit NrfG	EKN05_018240 heme lyase NrfEFG subunit NrfG
EKN05_018245	EKN05_018245	glutamate/aspartate:proton symporter GltP	EKN05_018245 glutamate/aspartate:proton symporter GltP
EKN05_018255	EKN05_018255	formate dehydrogenase subunit alpha	EKN05_018255 formate dehydrogenase subunit alpha
EKN05_018260	EKN05_018260	multidrug efflux transporter outer membrane subunit MdtP	EKN05_018260 multidrug efflux transporter outer membrane subunit MdtP
EKN05_018265	EKN05_018265	multidrug efflux transporter permease subunit MdtO	EKN05_018265 multidrug efflux transporter permease subunit MdtO
EKN05_018270	EKN05_018270	multidrug efflux transporter periplasmic adaptor subunit MdtN	EKN05_018270 multidrug efflux transporter periplasmic adaptor subunit MdtN
EKN05_018280	EKN05_018280	membrane channel protein of phosphonate transporter	EKN05_018280 membrane channel protein of phosphonate transporter
EKN05_018285	EKN05_018285	phosphonate ABC transporter substrate-binding protein	EKN05_018285 phosphonate ABC transporter substrate-binding protein
EKN05_018290	EKN05_018290	phosphonate ABC transporter ATP-binding protein	EKN05_018290 phosphonate ABC transporter ATP-binding protein
EKN05_018295	EKN05_018295	VOC family metalloprotein YjdN	EKN05_018295 VOC family metalloprotein YjdN
EKN05_018300	EKN05_018300	phnA family protein	EKN05_018300 phnA family protein
EKN05_018305	EKN05_018305	clamp-binding protein CrfC	EKN05_018305 clamp-binding protein CrfC
EKN05_018310	EKN05_018310	hypothetical protein	EKN05_018310 hypothetical protein
EKN05_018355	EKN05_018355	transcriptional regulator MelR	EKN05_018355 transcriptional regulator MelR
EKN05_018360	EKN05_018360	alpha-galactosidase	EKN05_018360 alpha-galactosidase
EKN05_018365	EKN05_018365	melibiose:sodium transporter MelB	EKN05_018365 melibiose:sodium transporter MelB
EKN05_018375	EKN05_018375	DUF2238 domain-containing protein	EKN05_018375 DUF2238 domain-containing protein
EKN05_018380	EKN05_018380	class I fumarate hydratase	EKN05_018380 class I fumarate hydratase
EKN05_018385	EKN05_018385	anaerobic C4-dicarboxylate transporter	EKN05_018385 anaerobic C4-dicarboxylate transporter
EKN05_018390	EKN05_018390	two-component system response regulator DcuR	EKN05_018390 two-component system response regulator DcuR
EKN05_018395	EKN05_018395	two-component system sensor histidine kinase DcuS	EKN05_018395 two-component system sensor histidine kinase DcuS
EKN05_018400	EKN05_018400	hypothetical protein	EKN05_018400 hypothetical protein
EKN05_018410	EKN05_018410	DUF3811 domain-containing protein	EKN05_018410 DUF3811 domain-containing protein
EKN05_018420	EKN05_018420	hypothetical protein	EKN05_018420 hypothetical protein
EKN05_018425	EKN05_018425	sugar-binding transcriptional regulator	EKN05_018425 sugar-binding transcriptional regulator
EKN05_018430	EKN05_018430	SDR family oxidoreductase	EKN05_018430 SDR family oxidoreductase
EKN05_018440	EKN05_018440	PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB	EKN05_018440 PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB
EKN05_018445	EKN05_018445	PTS mannose/fructose/sorbose transporter subunit IIC	EKN05_018445 PTS mannose/fructose/sorbose transporter subunit IIC
EKN05_018450	EKN05_018450	PTS mannose transporter subunit IID	EKN05_018450 PTS mannose transporter subunit IID
EKN05_018455	EKN05_018455	L-sorbose 1-phosphate reductase	EKN05_018455 L-sorbose 1-phosphate reductase
EKN05_018460	EKN05_018460	dipeptidase PepE	EKN05_018460 dipeptidase PepE
EKN05_018465	EKN05_018465	Na/Pi cotransporter family protein	EKN05_018465 Na/Pi cotransporter family protein
EKN05_018470	EKN05_018470	methionine synthase	EKN05_018470 methionine synthase
EKN05_018475	EKN05_018475	glyoxylate bypass operon transcriptional repressor IclR	EKN05_018475 glyoxylate bypass operon transcriptional repressor IclR
EKN05_018485	EKN05_018485	bifunctional isocitrate dehydrogenase kinase/phosphatase	EKN05_018485 bifunctional isocitrate dehydrogenase kinase/phosphatase
EKN05_018490	EKN05_018490	isocitrate lyase	EKN05_018490 isocitrate lyase
EKN05_018495	EKN05_018495	malate synthase A	EKN05_018495 malate synthase A
EKN05_018500	EKN05_018500	homoserine O-succinyltransferase	EKN05_018500 homoserine O-succinyltransferase
EKN05_018505	EKN05_018505	acetyltransferase	EKN05_018505 acetyltransferase
EKN05_018540	EKN05_018540	sigma-54-dependent response regulator transcription factor ZraR	EKN05_018540 sigma-54-dependent response regulator transcription factor ZraR
EKN05_018545	EKN05_018545	two-component system sensor histidine kinase ZraS	EKN05_018545 two-component system sensor histidine kinase ZraS
EKN05_018725	EKN05_018725	TonB-dependent vitamin B12 receptor BtuB	EKN05_018725 TonB-dependent vitamin B12 receptor BtuB
EKN05_018730	EKN05_018730	tRNA (uridine(54)-C5)-methyltransferase TrmA	EKN05_018730 tRNA (uridine(54)-C5)-methyltransferase TrmA
EKN05_018745	EKN05_018745	Si-specific NAD(P)(+) transhydrogenase	EKN05_018745 Si-specific NAD(P)(+) transhydrogenase
EKN05_018750	EKN05_018750	DNA-binding transcriptional regulator OxyR	EKN05_018750 DNA-binding transcriptional regulator OxyR
EKN05_018755	EKN05_018755	MFS transporter	EKN05_018755 MFS transporter
EKN05_018770	EKN05_018770	D-galactonate dehydratase family protein	EKN05_018770 D-galactonate dehydratase family protein
EKN05_018780	EKN05_018780	argininosuccinate lyase	EKN05_018780 argininosuccinate lyase
EKN05_018785	EKN05_018785	acetylglutamate kinase	EKN05_018785 acetylglutamate kinase
EKN05_018790	EKN05_018790	N-acetyl-gamma-glutamyl-phosphate reductase	EKN05_018790 N-acetyl-gamma-glutamyl-phosphate reductase
EKN05_018845	EKN05_018845	fructose-6-phosphate aldolase	EKN05_018845 fructose-6-phosphate aldolase
EKN05_018850	EKN05_018850	bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	EKN05_018850 bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase
EKN05_018855	EKN05_018855	DUF1287 domain-containing protein	EKN05_018855 DUF1287 domain-containing protein
EKN05_018860	EKN05_018860	cystine transporter YijE	EKN05_018860 cystine transporter YijE
EKN05_018865	EKN05_018865	catalase/peroxidase HPI	EKN05_018865 catalase/peroxidase HPI
EKN05_018870	EKN05_018870	methylenetetrahydrofolate reductase	EKN05_018870 methylenetetrahydrofolate reductase
EKN05_018880	EKN05_018880	cystathionine gamma-synthase	EKN05_018880 cystathionine gamma-synthase
EKN05_018890	EKN05_018890	YiiX family permuted papain-like enzyme	EKN05_018890 YiiX family permuted papain-like enzyme
EKN05_018905	EKN05_018905	DNA-binding transcriptional regulator CytR	EKN05_018905 DNA-binding transcriptional regulator CytR
EKN05_018920	EKN05_018920	HslU--HslV peptidase ATPase subunit	EKN05_018920 HslU--HslV peptidase ATPase subunit
EKN05_018925	EKN05_018925	1,4-dihydroxy-2-naphthoate polyprenyltransferase	EKN05_018925 1,4-dihydroxy-2-naphthoate polyprenyltransferase
EKN05_018930	EKN05_018930	ribonuclease E activity regulator RraA	EKN05_018930 ribonuclease E activity regulator RraA
EKN05_018935	EKN05_018935	septal ring assembly protein ZapB	EKN05_018935 septal ring assembly protein ZapB
EKN05_018940	EKN05_018940	glycerol uptake facilitator protein GlpF	EKN05_018940 glycerol uptake facilitator protein GlpF
EKN05_018945	EKN05_018945	glycerol kinase	EKN05_018945 glycerol kinase
EKN05_018950	EKN05_018950	class II fructose-bisphosphatase	EKN05_018950 class II fructose-bisphosphatase
EKN05_018955	EKN05_018955	ferredoxin--NADP(+) reductase	EKN05_018955 ferredoxin--NADP(+) reductase
EKN05_018960	EKN05_018960	universal stress protein UspD	EKN05_018960 universal stress protein UspD
EKN05_018965	EKN05_018965	DUF406 domain-containing protein	EKN05_018965 DUF406 domain-containing protein
EKN05_018975	EKN05_018975	cytochrome c peroxidase	EKN05_018975 cytochrome c peroxidase
EKN05_018990	EKN05_018990	acid resistance transcriptional activator GadW	EKN05_018990 acid resistance transcriptional activator GadW
EKN05_018995	EKN05_018995	efflux RND transporter permease subunit	EKN05_018995 efflux RND transporter permease subunit
EKN05_019005	EKN05_019005	hypothetical protein	EKN05_019005 hypothetical protein
EKN05_019025	EKN05_019025	hypothetical protein	EKN05_019025 hypothetical protein
EKN05_019030	EKN05_019030	acyltransferase	EKN05_019030 acyltransferase
EKN05_019035	EKN05_019035	YiaB family inner membrane protein	EKN05_019035 YiaB family inner membrane protein
EKN05_019040	EKN05_019040	hypothetical protein	EKN05_019040 hypothetical protein
EKN05_019045	EKN05_019045	xylulokinase	EKN05_019045 xylulokinase
EKN05_019055	EKN05_019055	D-xylose ABC transporter substrate-binding protein	EKN05_019055 D-xylose ABC transporter substrate-binding protein
EKN05_019060	EKN05_019060	D-xylose ABC transporter ATP-binding protein	EKN05_019060 D-xylose ABC transporter ATP-binding protein
EKN05_019065	EKN05_019065	xylose ABC transporter permease XylH	EKN05_019065 xylose ABC transporter permease XylH
EKN05_019070	EKN05_019070	xylose operon transcription regulator XylR	EKN05_019070 xylose operon transcription regulator XylR
EKN05_019080	EKN05_019080	alpha-amylase	EKN05_019080 alpha-amylase
EKN05_019085	EKN05_019085	valine--pyruvate transaminase	EKN05_019085 valine--pyruvate transaminase
EKN05_019095	EKN05_019095	IclR family transcriptional regulator YiaJ	EKN05_019095 IclR family transcriptional regulator YiaJ
EKN05_019100	EKN05_019100	3-dehydro-L-gulonate 2-dehydrogenase	EKN05_019100 3-dehydro-L-gulonate 2-dehydrogenase
EKN05_019115	EKN05_019115	TRAP transporter small permease subunit	EKN05_019115 TRAP transporter small permease subunit
EKN05_019120	EKN05_019120	2,3-diketo-L-gulonate transporter large permease YiaN	EKN05_019120 2,3-diketo-L-gulonate transporter large permease YiaN
EKN05_019130	EKN05_019130	L-xylulokinase	EKN05_019130 L-xylulokinase
EKN05_019135	EKN05_019135	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	EKN05_019135 3-keto-L-gulonate-6-phosphate decarboxylase UlaD
EKN05_019140	EKN05_019140	L-ribulose-5-phosphate 3-epimerase	EKN05_019140 L-ribulose-5-phosphate 3-epimerase
EKN05_019145	EKN05_019145	L-ribulose-5-phosphate 4-epimerase	EKN05_019145 L-ribulose-5-phosphate 4-epimerase
EKN05_019150	EKN05_019150	AraC family transcriptional regulator	EKN05_019150 AraC family transcriptional regulator
EKN05_019155	EKN05_019155	MFS transporter	EKN05_019155 MFS transporter
EKN05_019160	EKN05_019160	glycoside hydrolase family 127 protein	EKN05_019160 glycoside hydrolase family 127 protein
EKN05_019165	EKN05_019165	MipA/OmpV family protein	EKN05_019165 MipA/OmpV family protein
EKN05_019170	EKN05_019170	LysR family transcriptional regulator	EKN05_019170 LysR family transcriptional regulator
EKN05_019180	EKN05_019180	LysR family transcriptional regulator	EKN05_019180 LysR family transcriptional regulator
EKN05_019185	EKN05_019185	HlyD family secretion protein	EKN05_019185 HlyD family secretion protein
EKN05_019190	EKN05_019190	DUF3302 domain-containing protein	EKN05_019190 DUF3302 domain-containing protein
EKN05_019280	EKN05_019280	L-lactate permease	EKN05_019280 L-lactate permease
EKN05_019290	EKN05_019290	quinone-dependent L-lactate dehydrogenase	EKN05_019290 quinone-dependent L-lactate dehydrogenase
EKN05_019315	EKN05_019315	glutaredoxin 3	EKN05_019315 glutaredoxin 3
EKN05_019330	EKN05_019330	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	EKN05_019330 2,3-bisphosphoglycerate-independent phosphoglycerate mutase
EKN05_019340	EKN05_019340	divergent polysaccharide deacetylase family protein	EKN05_019340 divergent polysaccharide deacetylase family protein
